idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
109	10901	0	0	0	52	1	4	10	3	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	25	968.84	968.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.83	176.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836.01	0	836.01	150.48	39.36	0	0	0	39.36	0	39.36	75.24	0	0	0	0	0	0	0	0	968.84	94.56	14.53	23.74	132.83	968.84	94.56	62.97	18.7	0	0	176.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.24	75.24	0	64.79	64.79	0	46.34	46.34	836.01	150.48	39.36	0	0	39.36	0	78.71	721.41	539	836.01	1477.79	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968.84	968.84	0	0	0	0	968.84	0	114.6	114.6	0	114.6	0	132.83	0	0	176.23	132.83	721.41	968.84	968.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.42	721.41	968.84	0	836.01	836.01	968.84	836.01	836.01	0	721.41	0	836.01	0	721.41	0	0	721.41	721.41	10901	0	0
110	11001	0	0	11002	37	1	0	10	1	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	94	4303.34	4303.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589.99	892.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3713.35	0	3713.35	668.4	268.71	0	0	0	189.86	0	334.28	334.2	0	0	0	0	0	0	0	0	4303.34	420.01	64.55	105.43	589.99	4303.34	420.01	279.72	83.05	105.43	4.3	892.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334.2	334.2	0	287.78	287.78	0	46.34	46.34	3713.35	668.4	334.28	0	92.67	379.72	1303.13	458.57	1522.43	539	1837.59	1055.56	0.15	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4303.34	4303.34	0	0	0	0	4303.34	0	668.49	668.49	0	668.49	0	589.99	0	0	892.51	589.99	3044.87	4303.34	4303.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4303.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258.47	3044.87	4303.34	0	3713.35	3713.35	4303.34	3713.35	3713.35	0	3044.87	0	3713.35	0	3044.87	0	0	3044.87	3044.87	11001	0	0
110	11002	0	0	11001	34	0	6	10	1	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	36	2085.32	2085.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.9	432.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1799.43	0	1799.43	323.9	111.01	0	0	0	189.86	0	138.11	161.95	0	0	0	0	0	0	0	0	2085.32	203.53	31.28	51.09	285.9	2085.32	203.53	135.55	40.25	51.09	2.09	432.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.95	161.95	0	139.46	139.46	0	46.34	46.34	1799.43	323.9	138.11	0	0	0	0	300.87	1499.37	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085.32	2085.32	0	0	0	0	2085.32	0	300.05	300.05	0	300.05	0	285.9	0	0	432.5	285.9	1499.37	2085.32	2085.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.95	1499.37	2085.32	0	1799.43	1799.43	2085.32	1799.43	1799.43	0	1499.37	0	1799.43	0	1499.37	0	0	1499.37	1499.37	11001	0	1
110	11003	11002	11001	0	9	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11001	1	0
111	11101	0	0	0	53	0	0	10	1	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	1477.79	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11101	0	0
112	11201	0	0	11202	43	1	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	15	0	0	0	40	2694.59	2694.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.43	558.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325.16	0	2325.16	0	116.35	2491.25	448.43	46.34	108.59	0	191.99	209.26	0	0	0	0	0	0	0	0	2694.59	262.99	40.42	66.02	369.43	2694.59	262.99	175.15	52.01	66.02	2.69	558.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.26	209.26	0	180.2	180.2	0	0	46.34	2325.16	418.53	191.99	0	0	0	0	224.94	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2694.59	2694.59	0	0	0	0	2694.59	0	401.26	401.26	0	401.26	0	369.43	0	0	558.86	369.43	1923.9	2694.59	2694.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2694.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770.69	1923.9	2694.59	0	2325.16	2325.16	2694.59	2325.16	2325.16	0	1923.9	0	2325.16	0	1923.9	0	0	1923.9	1923.9	11202	0	1
112	11202	0	0	11201	46	0	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	15	0	0	0	40	3079.55	3079.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422.21	638.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657.34	0	2657.34	0	116.35	2491.25	448.43	46.34	124.11	0	226.04	239.16	0	0	0	0	0	0	0	0	3079.55	300.56	46.19	75.45	422.21	3079.55	300.56	200.17	59.44	75.45	3.08	638.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.16	239.16	0	205.94	205.94	0	0	46.34	2657.34	478.32	226.04	0	185.34	232.7	1177.78	240.45	1029.01	539	1245.63	1055.56	0.15	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3079.55	3079.55	0	0	0	0	3079.55	0	465.2	465.2	0	465.2	0	422.21	0	0	638.7	422.21	2192.14	3079.55	3079.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3079.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887.41	2192.14	3079.55	0	2657.34	2657.34	3079.55	2657.34	2657.34	0	2192.14	0	2657.34	0	2192.14	0	0	2192.14	2192.14	11202	0	0
112	11203	11202	11201	0	15	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11202	1	0
112	11204	11202	11201	0	10	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11202	1	0
113	11301	0	0	11302	49	1	0	10	2	0	0	0	0	0	2	7	0	0	0	0	0	15	0	0	0	50	0	0	0	1722.49	1722.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	212	0	0	16.67	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	98.38	40.32	9.73	12.35	0	160.78	0	0	0	0	0	0	0	0	0	1561.71	0	1561.71	0	-92.67	780.86	140.55	46.34	-92.67	92.67	-185.34	270.4	0	0	0	0	0	1722.49	0	1722.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.4	0	270.4	232.85	0	232.85	0	0	0	0	0	63.88	185.34	-185.34	393.62	-185.34	415.5	539	528.43	1055.56	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722.49	1722.49	568.67	568.67	0	0	1722.49	568.67	85.06	85.06	0	85.06	0	0	160.78	0	0	160.78	2045.32	1722.49	1722.49	0	552	16.67	0	0	0	0	0	0	0	0	568.67	0	0	0	0	1722.49	0	0	0	0	0	0	0	0	0	0	0	0	16.67	0	552	0	0	245.84	2045.32	1722.49	0	0	1561.71	1722.49	1561.71	0	1561.71	1476.65	0	2113.71	568.67	2045.32	0	0	2028.65	2028.65	11301	0	0
113	11302	0	0	11301	44	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	780.86	140.55	46.34	-92.67	92.67	-185.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-185.34	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-185.34	-185.34	0	-185.34	0	0	0	0	0	0	185.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-185.34	185.34	0	0	0	0	0	0	0	0	185.34	0	0	0	185.34	0	0	185.34	185.34	11301	0	1
113	11303	11302	11301	0	16	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11301	1	0
113	11304	11302	11301	0	14	1	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11301	1	0
114	11401	0	0	11402	53	0	0	10	2	0	0	0	0	0	5	-1	0	0	0	0	0	15	0	0	0	-1	1031.21	1031.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.38	187.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889.83	0	889.83	0	20.63	653.28	117.59	46.34	28.09	0	44.87	80.08	0	0	0	0	0	0	0	0	1031.21	100.65	15.47	25.26	141.38	1031.21	100.65	67.03	19.9	0	0	187.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.08	80.08	0	68.96	68.96	0	0	46.34	889.83	160.17	44.87	0	0	41.25	0	48.72	572.05	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031.21	1031.21	0	0	0	0	1031.21	0	124.96	124.96	0	124.96	0	141.38	0	0	187.58	141.38	764.87	1031.21	1031.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.33	764.87	1031.21	0	889.83	889.83	1031.21	889.83	889.83	0	764.87	0	889.83	0	764.87	0	0	764.87	764.87	11401	0	0
114	11402	0	0	11401	56	1	0	10	2	0	0	0	0	0	5	9	0	0	0	0	0	15	0	0	0	-1	482.94	482.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.21	87.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416.73	0	416.73	0	20.63	653.28	117.59	46.34	13.16	0	0	37.51	0	0	0	0	0	0	0	0	482.94	47.14	7.24	11.83	66.21	482.94	47.14	31.39	9.32	0	0	87.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.51	37.51	0	32.3	32.3	0	0	46.34	416.73	75.01	0	0	0	0	0	33.78	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482.94	482.94	0	0	0	0	482.94	0	37.51	37.51	0	37.51	0	66.21	0	0	87.85	66.21	379.23	482.94	482.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.72	379.23	482.94	0	416.73	416.73	482.94	416.73	416.73	0	379.23	0	416.73	0	379.23	0	0	379.23	379.23	11401	0	1
