idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc_s	pdiuc	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	bed00_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
52	5203	5202	5201	0	10	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5201	1	0
52	5204	5202	5201	0	15	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5201	1	0
52	5205	0	0	5206	70	1	0	10	2	0	0	0	0	0	4	6	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339.58	0	0	0	0	1339.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	91.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431.25	0	1431.25	0	144.97	1866.35	335.94	46.34	111.17	0	100.37	128.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.81	128.81	0	110.92	110.92	0	0	46.34	1431.25	257.62	100.37	0	0	289.93	0	256.14	1461.75	674	0	12	0	0	0	0	0	0	0	0	1461.75	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1575.5	-1575.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.67	0	91.67	1339.58	1339.58	1431.25	229.18	229.18	0	229.18	0	0	0	0	0	0	1202.07	1431.25	1431.25	0	0	0	1431.25	0	0	0	0	0	0	0	0	1431.25	0	0	0	0	0	0	0	0	0	0	0	1431.25	0	0	0	0	0	0	0	0	0	229.18	1202.07	0	0	1431.25	1339.58	1431.25	1431.25	1431.25	0	1110.4	1339.58	1339.58	91.67	1202.07	1339.58	0	0	1110.4	1110.4	5205	0	0
52	5206	0	0	5205	70	0	0	10	2	0	0	0	0	0	4	8	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2209.79	0	0	0	0	2209.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	91.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2209.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2301.46	0	2301.46	0	144.97	1866.35	335.94	46.34	178.76	0	189.56	207.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.13	207.13	0	178.36	178.36	0	0	46.34	2301.46	414.26	189.56	0	0	0	0	323.73	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.67	0	91.67	2209.79	2209.79	2301.46	396.7	396.7	0	396.7	0	0	0	0	0	0	1904.76	2301.46	2301.46	0	0	0	2301.46	0	0	0	0	0	0	0	0	2301.46	0	0	0	0	0	0	0	0	0	0	0	2301.46	0	0	0	0	0	0	0	0	0	396.7	1904.76	0	0	2301.46	2209.79	2301.46	2301.46	2301.46	0	1813.1	2209.79	2209.79	91.67	1904.76	2209.79	0	0	1813.1	1813.1	5205	0	1
53	5301	0	0	0	27	0	0	10	1	0	0	0	0	0	3	4	0	0	0	0	0	0	15	0	0	0	48	2047.63	2047.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280.73	367.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1766.9	0	1766.9	318.04	134.77	0	0	0	0	0	134.77	159.02	0	0	0	0	0	0	0	0	0	2047.63	199.85	30.71	50.17	280.73	2047.63	199.85	133.1	34.2	0	0	367.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.02	159.02	0	136.93	136.93	0	46.34	46.34	1766.9	318.04	134.77	0	0	134.77	0	134.77	1473.1	674	0	12	0	0	0	0	0	0	0	0	1473.1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	799.1	-799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.63	2047.63	0	0	0	0	2047.63	0	293.79	293.79	0	293.79	0	280.73	0	0	367.14	280.73	1473.1	2047.63	2047.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.52	1473.1	2047.63	0	1766.9	1766.9	2047.63	1766.9	1766.9	0	1473.1	0	1766.9	0	1473.1	0	0	0	1473.1	1473.1	5301	0	0
53	5302	0	0	0	23	0	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	0	15	0	0	0	48	3418.61	3418.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.69	700.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2949.92	0	2949.92	530.99	256.03	0	0	0	0	0	256.03	265.49	0	0	0	0	0	0	0	0	0	3418.61	333.66	51.28	83.76	468.69	3418.61	333.66	222.21	57.09	83.76	3.42	700.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.49	265.49	0	228.62	228.62	0	46.34	46.34	2949.92	530.99	256.03	0	0	256.03	0	256.03	2428.39	674	0	12	0	2358.41	1375	0.15	0	40	0.5	0	2428.39	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1754.39	-1754.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3418.61	3418.61	0	0	0	0	3418.61	0	521.52	521.52	0	521.52	0	468.69	0	0	700.13	468.69	2428.39	3418.61	3418.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3418.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.22	2428.39	3418.61	0	2949.92	2949.92	3418.61	2949.92	2949.92	0	2428.39	0	2949.92	0	2428.39	0	0	0	2428.39	2428.39	5302	0	0
54	5401	0	0	5402	47	1	0	10	2	0	0	0	0	0	2	5	0	0	0	0	0	0	15	0	0	0	40	0	0	0	974.89	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	131.76	54	11.27	16.54	0	213.57	0	0	0	0	0	0	0	0	0	761.32	0	761.32	0	0	749.13	134.84	105.42	0	0	0	342.32	0	0	0	0	0	0	974.89	0	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342.32	0	342.32	294.78	0	294.78	0	0	0	0	0	0	0	0	0	0	406.8	674	0	12	0	749.13	1375	0.12	0	40	0.5	0	406.8	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974.89	974.89	0	0	0	0	974.89	0	342.32	342.32	0	342.32	0	0	213.57	0	0	213.57	419	974.89	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.89	419	974.89	0	0	761.32	974.89	761.32	0	761.32	419	0	761.32	0	419	0	0	0	419	419	5401	0	0
54	5402	0	0	5401	47	0	0	10	2	0	0	0	0	0	2	9	0	0	0	0	0	0	15	0	0	0	40	0	0	0	950.5	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	131.76	54	11.27	16.54	0	213.57	0	0	0	0	0	0	0	0	0	736.93	0	736.93	0	0	749.13	134.84	105.42	0	0	0	342.32	0	0	0	0	0	0	950.5	0	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342.32	0	342.32	294.78	0	294.78	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.5	950.5	0	0	0	0	950.5	0	342.32	342.32	0	342.32	0	0	213.57	0	0	213.57	394.61	950.5	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.89	394.61	950.5	0	0	736.93	950.5	736.93	0	736.93	394.61	0	736.93	0	394.61	0	0	0	394.61	394.61	5401	0	1
55	5501	0	0	5502	31	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	0	15	0	0	0	55	3271.21	3271.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	219	0	83.33	0	0	386	83.33	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	448.48	669.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2822.72	0	2822.72	0	5.66	1411.36	254.05	46.34	196.66	0	202.32	254.05	0	0	0	0	0	0	0	0	0	3271.21	319.27	49.07	80.14	448.48	3271.21	319.27	212.63	54.63	80.14	3.27	669.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.05	254.05	0	218.76	218.76	0	0	46.34	2822.72	508.09	242.99	0	185.34	11.32	667.24	202.32	590.17	674	0	12	0	1106.93	1375	0.15	0	55	0.36	0	590.17	800	1000	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	688.33	0.32	0.56	0	0	0.12	0	0	0	0	0	0	0	0	0	0	219	386	0	0	83.33	0	0	0	3271.21	3271.21	2771.67	2771.67	0	0	3271.21	2771.67	456.36	456.36	0	456.36	0	448.48	0	0	669.94	448.48	5138.03	3271.21	3271.21	0	2771.67	0	0	0	0	0	0	0	0	0	2771.67	0	0	0	3271.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2771.67	0	0	904.85	5138.03	3271.21	0	2822.72	2822.72	3271.21	2822.72	2822.72	0	2366.36	0	4427.72	2771.67	5138.03	0	0	0	3971.36	3971.36	5501	0	0
55	5502	0	0	5501	29	0	0	10	2	0	0	0	0	0	5	3	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	1411.36	254.05	46.34	0	0	5.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	5.66	0	5.66	0	0	0	0	0	0	-5.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	-5.66	0	0	0	0	0	0	0	0	-5.66	0	0	0	-5.66	0	0	0	-5.66	-5.66	5501	0	1
55	5503	5502	5501	0	5	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5501	1	0
55	5504	5502	5501	0	0	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5501	1	0
56	5601	0	0	5602	71	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864.04	0	0	0	0	1864.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	91.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955.71	0	1955.71	0	159.6	2009.16	361.65	46.34	155.36	0	154.13	176.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.01	176.01	0	151.57	151.57	0	0	46.34	1955.71	352.03	154.13	0	0	319.21	0	314.96	1577.06	674	0	12	0	1917.49	1375	0.15	0	40	0.5	0	1577.06	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1806.13	-1806.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.67	0	91.67	1864.04	1864.04	1955.71	330.14	330.14	0	330.14	0	0	0	0	0	0	1625.57	1955.71	1955.71	0	0	0	1955.71	0	0	0	0	0	0	0	0	1955.71	0	0	0	0	0	0	0	0	0	0	0	1955.71	0	0	0	0	0	0	0	0	0	330.14	1625.57	0	0	1955.71	1864.04	1955.71	1955.71	1955.71	0	1533.9	1864.04	1864.04	91.67	1625.57	1864.04	0	0	1533.9	1533.9	5601	0	0
