idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	ysv	yot	ypr	yemmy	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bed	bhoen_s	bhoef_s	bho	bho_s	bchot	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bchscc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscee02_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tintach_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintahl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
41	4101	0	0	4102	76	1	0	10	2	0	0	0	0	0	2	7	0	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	88.04	88.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1997.31	0	256.44	0	1997.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	111.54	111.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1997.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085.36	0	2085.36	0	0	1831.49	219.78	219.78	0	0	0	199.83	0	0	0	0	0	0	0	0	0	0	0.11	0.5	0.9	0	88.04	0	88.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.83	199.83	0	0	0	0	0	0	0	0	239.68	1997.31	239.68	0	16.73	0	0	0	0	1650.54	674	0	0	0	1831.49	1698.76	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1953.08	-1953.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.04	88.04	479.51	0	479.51	1997.31	2085.36	2476.83	199.83	199.83	0	199.83	0	0	0	0	0	0	2365.03	2085.36	2308.43	0	0	0	2476.83	0	0	0	0	0	0	0	0	2476.83	0	0	0	88.04	0	0	0	0	0	0	0	2476.83	0	0	0	0	0	0	0	0	0	199.83	2365.03	88.04	0	2220.39	2085.36	2085.36	2085.36	1997.31	88.04	1885.52	2253.75	2085.36	479.51	2365.03	1997.31	0	0	2141.96	2141.96	1997.31	4101	0	0
41	4102	0	0	4101	72	0	0	10	2	0	0	0	0	0	4	4	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577.62	0	0	0	1577.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	111.54	111.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577.62	0	1577.62	0	0	1831.49	219.78	219.78	0	0	0	162.06	0	0	0	0	0	0	0	0	0	0	0.13	0.43	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.06	162.06	0	0	0	0	0	0	0	0	189.31	1577.62	189.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.07	0	223.07	1577.62	1577.62	1800.69	162.06	162.06	0	162.06	0	0	0	0	0	0	1638.63	1577.62	1800.69	0	0	0	1800.69	0	0	0	0	0	0	0	0	1800.69	0	0	0	0	0	0	0	0	0	0	0	1800.69	0	0	0	0	0	0	0	0	0	162.06	1638.63	0	0	1800.69	1577.62	1577.62	1577.62	1577.62	0	1415.56	1577.62	1577.62	223.07	1638.63	1577.62	0	0	1415.56	1415.56	1577.62	4101	0	1
42	4201	0	0	0	86	0	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564.95	0	256.44	0	1564.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	111.54	111.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564.95	0	1564.95	187.79	0	0	0	0	0	0	0	160.92	0	0	0	0	0	0	0	0	0	0	0.54	0.66	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.92	160.92	0	0	0	0	0	0	0	187.79	187.79	1564.95	187.79	0	0	0	0	0	0	1404.02	674	0	0	0	1564.95	2265.01	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730.02	-730.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479.51	0	479.51	1564.95	1564.95	2044.46	160.92	160.92	0	160.92	0	0	0	0	0	0	1883.54	1564.95	1788.02	0	0	0	2044.46	0	0	0	0	0	0	0	0	2044.46	0	0	0	0	0	0	0	0	0	0	0	2044.46	0	0	0	0	0	0	0	0	0	160.92	1883.54	0	0	1788.02	1564.95	1564.95	1564.95	1564.95	0	1404.02	1821.39	1564.95	479.51	1883.54	1564.95	0	0	1660.46	1660.46	1564.95	4201	0	0
43	4301	0	0	4302	44	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	15	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	814.18	97.7	97.7	0	92.67	-92.67	0	0	0	0	0	0	0	0	0	0	0	0.19	0.83	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	-92.67	0	-92.67	0	0	0	0	0	0	92.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	92.67	0	0	0	0	0	0	0	0	92.67	0	0	0	92.67	0	0	0	92.67	92.67	0	4302	0	1
43	4302	0	0	4301	39	0	0	10	2	0	0	0	0	0	3	9	0	0	0	0	0	0	0	15	0	0	0	37	0	0	1887.09	1887.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	16.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258.72	0	0	338.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1628.37	0	1628.37	0	-92.67	814.18	97.7	97.7	0	92.67	-92.67	146.55	0	0	0	0	0	0	0	0	0	0	0.3	0.5	0.7	0	0	0	0	1887.09	184.18	28.31	46.23	258.72	1887.09	184.18	122.66	31.51	0	0	338.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.55	146.55	0	0	0	0	0	0	0	0	195.4	1628.37	195.4	0	0	185.34	-185.34	405.27	-92.67	416.79	674	0	0	0	407.09	1698.76	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.67	0.94	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	248	0	0	0	0	16.67	0	0	1887.09	1887.09	1314.67	264.67	1050	0	1887.09	1314.67	53.88	53.88	0	53.88	0	258.72	0	0	338.35	258.72	2889.15	1887.09	1887.09	0	1248	66.67	0	0	0	0	0	0	0	0	1314.67	0	0	0	1887.09	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67	0	1248	0	0	312.6	2889.15	1887.09	0	1628.37	1628.37	1887.09	1628.37	1628.37	0	1574.48	0	1628.37	1314.67	2889.15	0	0	0	1822.48	1822.48	0	4302	0	0
43	4303	4302	4301	0	16	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.15	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4302	1	0
43	4304	4302	4301	0	13	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.18	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4302	1	0
44	4401	0	0	0	39	0	0	10	4	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	37	0	0	2466.56	2466.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.17	0	0	442.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2128.4	0	2128.4	0	-92.67	1064.2	127.7	127.7	0	92.67	-92.67	191.56	0	0	0	0	0	0	0	0	0	0	0.11	0.05	0.99	0	0	0	0	2466.56	240.74	37	60.43	338.17	2466.56	240.74	160.33	41.19	0	0	442.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.56	191.56	0	0	0	0	0	0	0	0	255.41	2128.4	255.41	0	0	92.67	-92.67	529.72	-92.67	1014.75	674	0	0	0	1064.2	1698.76	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	325.33	0.38	0.59	0	0	0	0.03	681.51	-356.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2466.56	2466.56	525	0	525	0	2466.56	525	98.89	98.89	0	98.89	0	338.17	0	0	442.25	338.17	2554.51	2466.56	2466.56	0	500	25	0	0	0	0	0	0	0	0	525	0	0	0	2466.56	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	500	0	0	437.05	2554.51	2466.56	0	2128.4	2128.4	2466.56	2128.4	2128.4	0	2029.51	0	2128.4	525	2554.51	0	0	0	2029.51	2029.51	0	4401	0	0
44	4402	4401	0	0	13	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.23	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4401	1	0
45	4501	0	0	0	62	1	0	10	5	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	37	0	0	3321.72	3321.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455.41	0	0	595.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2866.31	0	2866.31	343.96	43.96	0	0	0	0	0	43.96	257.97	0	0	0	0	0	0	0	0	0	0	0.96	0.8	0.64	0	0	0	0	3321.72	324.2	49.83	81.38	455.41	3321.72	324.2	215.91	55.47	0	0	595.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.97	257.97	0	0	0	0	0	0	0	300	300	2866.31	343.96	43.96	0	0	43.96	0	43.96	2564.39	674	0	0	0	2866.31	2265.01	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890.39	-1890.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3321.72	3321.72	0	0	0	0	3321.72	0	301.93	301.93	0	301.93	0	455.41	0	0	595.58	455.41	2564.39	3321.72	3321.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3321.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757.33	2564.39	3321.72	0	2866.31	2866.31	3321.72	2866.31	2866.31	0	2564.39	0	2866.31	0	2564.39	0	0	0	2564.39	2564.39	0	4501	0	0
46	4601	0	0	4602	38	1	0	10	2	0	0	0	0	0	3	9	0	0	0	0	0	0	0	15	0	0	0	45	0	0	2273.78	2273.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.74	0	0	407.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1962.04	0	1962.04	0	-46.34	981.02	117.72	117.72	0	46.34	-46.34	176.58	0	0	0	0	0	0	0	0	0	0	0.62	0.71	0.8	0	0	0	0	2273.78	221.92	34.11	55.71	311.74	2273.78	221.92	147.8	37.97	0	0	407.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.58	176.58	0	0	0	0	0	0	0	0	235.45	1962.04	235.45	0	0	92.67	-92.67	488.32	-46.34	626.04	674	0	0	0	654.01	1698.76	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	2273.78	2273.78	595	95	500	0	2273.78	595	130.25	130.25	0	130.25	0	311.74	0	0	407.69	311.74	2426.8	2273.78	2273.78	0	595	0	0	0	0	0	0	0	0	0	595	0	0	0	2273.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	441.98	2426.8	2273.78	0	1962.04	1962.04	2273.78	1962.04	1962.04	0	1831.8	0	1962.04	595	2426.8	0	0	0	1926.8	1926.8	0	4601	0	0
46	4602	0	0	4601	32	0	0	10	2	0	0	0	0	0	7	7	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	981.02	117.72	117.72	0	46.34	-46.34	0	0	0	0	0	0	0	0	0	0	0	0.8	0.15	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-46.34	-46.34	0	-46.34	0	0	0	0	0	0	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	46.34	0	0	0	0	0	0	0	0	46.34	0	0	0	46.34	0	0	0	46.34	46.34	0	4601	0	1
