idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	ysv	yot	ypr	yemmy	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bed	bhoen_s	bhoef_s	bho	bho_s	bchot	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bchscc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscee02_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tintach_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintahl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
162	16201	16203	16202	0	34	1	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	0	0	15	0	0	0	60	0	0	1358.48	1358.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.25	0	0	243.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172.23	0	1172.23	140.67	0	0	0	0	0	0	0	105.5	0	0	0	0	0	0	0	0	0	0	0.47	0.09	0.71	0	0	0	0	1358.48	132.59	20.38	33.28	186.25	1358.48	132.59	88.3	22.69	0	0	243.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.5	105.5	0	0	0	0	0	0	0	140.67	140.67	1172.23	140.67	0	0	0	0	0	0	1066.73	674	0	12	0	1570.14	2146.64	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392.73	-392.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358.48	1358.48	0	0	0	0	1358.48	0	105.5	105.5	0	105.5	0	186.25	0	0	243.58	186.25	1066.73	1358.48	1358.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.75	1066.73	1358.48	0	1172.23	1172.23	1358.48	1172.23	1172.23	0	1066.73	0	1172.23	0	1066.73	0	0	0	1066.73	1066.73	0	16201	0	0
162	16202	0	0	16203	86	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692.21	0	330.07	0	1692.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989.04	0	1989.04	0	0	2065.93	247.91	247.91	0	0	0	179.01	0	0	0	0	0	0	0	0	0	0	0.67	0.09	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.01	179.01	0	0	0	0	0	0	0	0	238.68	1989.04	238.68	0	0	0	0	0	0	1583.17	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1818.33	-1818.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.9	0	626.9	1692.21	1692.21	2319.11	179.01	179.01	0	179.01	0	0	0	0	0	0	2140.1	1989.04	1989.04	0	0	0	2319.11	0	0	0	0	0	0	0	0	2319.11	0	0	0	0	0	0	0	0	0	0	0	2319.11	0	0	0	0	0	0	0	0	0	179.01	2140.1	0	0	1989.04	1692.21	1989.04	1989.04	1989.04	0	1513.2	2022.28	1692.21	626.9	2140.1	1692.21	0	0	1843.27	1843.27	1692.21	16202	0	0
162	16203	0	0	16202	66	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1845.99	0	0	0	1845.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1845.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2142.81	0	2142.81	0	0	2065.93	247.91	247.91	0	0	0	192.85	0	0	0	0	0	0	0	0	0	0	0.58	0.47	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.85	192.85	0	0	0	0	0	0	0	0	257.14	2142.81	257.14	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.83	0	296.83	1845.99	1845.99	2142.81	192.85	192.85	0	192.85	0	0	0	0	0	0	1949.96	2142.81	2142.81	0	0	0	2142.81	0	0	0	0	0	0	0	0	2142.81	0	0	0	0	0	0	0	0	0	0	0	2142.81	0	0	0	0	0	0	0	0	0	192.85	1949.96	0	0	2142.81	1845.99	2142.81	2142.81	2142.81	0	1653.13	1845.99	1845.99	296.83	1949.96	1845.99	0	0	1653.13	1653.13	1845.99	16202	0	1
163	16301	0	0	16302	75	1	0	10	2	0	0	0	0	0	4	6	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1475.16	0	330.07	0	1475.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1475.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1771.98	0	1771.98	0	0	1859.86	223.18	223.18	0	0	0	159.48	0	0	0	0	0	0	0	0	0	0	0.91	0.04	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.48	159.48	0	0	0	0	0	0	0	0	212.64	1771.98	212.64	0	0	0	0	0	0	1395.64	674	0	12	0	1563.03	2146.64	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443.29	-1443.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.9	0	626.9	1475.16	1475.16	2102.05	159.48	159.48	0	159.48	0	0	0	0	0	0	1942.58	1771.98	1771.98	0	0	0	2102.05	0	0	0	0	0	0	0	0	2102.05	0	0	0	0	0	0	0	0	0	0	0	2102.05	0	0	0	0	0	0	0	0	0	159.48	1942.58	0	0	1771.98	1475.16	1771.98	1771.98	1771.98	0	1315.68	1805.23	1475.16	626.9	1942.58	1475.16	0	0	1645.75	1645.75	1475.16	16301	0	0
163	16302	0	0	16301	67	0	0	10	2	0	0	0	0	0	7	6	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650.9	0	0	0	1650.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1947.73	0	1947.73	0	0	1859.86	223.18	223.18	0	0	0	175.3	0	0	0	0	0	0	0	0	0	0	0.07	0.12	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.3	175.3	0	0	0	0	0	0	0	0	233.73	1947.73	233.73	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.83	0	296.83	1650.9	1650.9	1947.73	175.3	175.3	0	175.3	0	0	0	0	0	0	1772.43	1947.73	1947.73	0	0	0	1947.73	0	0	0	0	0	0	0	0	1947.73	0	0	0	0	0	0	0	0	0	0	0	1947.73	0	0	0	0	0	0	0	0	0	175.3	1772.43	0	0	1947.73	1650.9	1947.73	1947.73	1947.73	0	1475.61	1650.9	1650.9	296.83	1772.43	1650.9	0	0	1475.61	1475.61	1650.9	16301	0	1
164	16401	0	0	16402	82	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1435.3	0	330.07	0	1435.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1435.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1732.13	0	1732.13	0	0	1777.99	213.36	213.36	0	0	0	155.89	0	0	0	0	0	0	0	0	0	0	0.44	0.27	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.89	155.89	0	0	0	0	0	0	0	0	207.86	1732.13	207.86	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.9	0	626.9	1435.3	1435.3	2062.2	155.89	155.89	0	155.89	0	0	0	0	0	0	1906.31	1732.13	1732.13	0	0	0	2062.2	0	0	0	0	0	0	0	0	2062.2	0	0	0	0	0	0	0	0	0	0	0	2062.2	0	0	0	0	0	0	0	0	0	155.89	1906.31	0	0	1732.13	1435.3	1732.13	1732.13	1732.13	0	1279.41	1765.37	1435.3	626.9	1906.31	1435.3	0	0	1609.48	1609.48	1435.3	16402	0	1
164	16402	0	0	16401	86	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527.01	0	330.07	0	1527.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823.84	0	1823.84	0	0	1777.99	213.36	213.36	0	0	0	164.15	0	0	0	0	0	0	0	0	0	0	0.34	0.89	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.15	164.15	0	0	0	0	0	0	0	0	218.86	1823.84	218.86	0	0	0	0	0	0	1321.14	674	0	12	0	1481.16	2146.64	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294.28	-1294.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.9	0	626.9	1527.01	1527.01	2153.91	164.15	164.15	0	164.15	0	0	0	0	0	0	1989.77	1823.84	1823.84	0	0	0	2153.91	0	0	0	0	0	0	0	0	2153.91	0	0	0	0	0	0	0	0	0	0	0	2153.91	0	0	0	0	0	0	0	0	0	164.15	1989.77	0	0	1823.84	1527.01	1823.84	1823.84	1823.84	0	1362.87	1857.08	1527.01	626.9	1989.77	1527.01	0	0	1692.94	1692.94	1527.01	16402	0	0
165	16501	0	0	0	77	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1676.7	0	330.07	0	1676.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148.41	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1676.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1973.53	0	1973.53	0	0	1973.53	236.82	236.82	0	0	0	177.62	0	0	0	0	0	0	0	0	0	0	0.5	0.52	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.62	177.62	0	0	0	0	0	0	0	0	236.82	1973.53	236.82	0	0	0	0	0	0	1499.08	674	0	12	0	1676.7	2862.19	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.08	-825.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.9	0	626.9	1676.7	1676.7	2303.6	177.62	177.62	0	177.62	0	0	0	0	0	0	2125.98	1973.53	1973.53	0	0	0	2303.6	0	0	0	0	0	0	0	0	2303.6	0	0	0	0	0	0	0	0	0	0	0	2303.6	0	0	0	0	0	0	0	0	0	177.62	2125.98	0	0	1973.53	1676.7	1973.53	1973.53	1973.53	0	1499.08	2006.77	1676.7	626.9	2125.98	1676.7	0	0	1829.15	1829.15	1676.7	16501	0	0
166	16601	0	0	16602	25	0	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	0	0	15	0	0	0	37	0	0	1861.6	1861.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.22	0	0	0	0	0	0	0	0	255.22	255.22	0	333.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1861.6	0	1861.6	0	0	0	0	0	0	0	0	0	0	0	144.57	0	0	0	0	0	0	0	0	0	0	0.06	0.92	0.77	0	0	0	0	1861.6	181.69	27.92	45.61	255.22	1861.6	181.69	121	31.09	0	0	333.78	0	0	0	0	0	255.22	0	0	0	0	0	0	0	0	0	0	0	144.57	144.57	0	0	0	0	0	1861.6	0	0	0	0	0	0	0	0	0	0	0	1717.02	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.02	-1043.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1861.6	1861.6	0	0	0	0	1861.6	0	144.57	144.57	0	144.57	0	255.22	0	0	333.78	255.22	1461.8	1861.6	1861.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1861.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.8	1461.8	1861.6	0	1606.37	1861.6	1861.6	0	1861.6	0	1717.02	0	1606.37	0	1461.8	0	0	0	1461.8	1461.8	0	16602	0	1
166	16602	0	0	16601	27	1	0	10	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	50	0	0	3448.3	3448.3	0	939.42	939.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	25	0	0	0	0	0	402.65	0	0	0	0	0	0	0	0	0	472.76	0	0	618.28	0	0	0	1272.6	248.41	101.81	21.25	31.18	0	0	0	0	0	0	0	0	0	0	0	0	3512.3	0	3512.3	421.48	28.81	0	0	0	0	0	28.81	649.58	0	0	0	0	0	0	0	0	0	0	0.78	0.97	0.15	0	939.42	0	939.42	3448.3	336.55	51.72	84.48	472.76	3448.3	336.55	224.14	57.59	0	0	618.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649.58	267.8	381.78	0	0	0	381.78	0	0	300	300	2975.54	357.06	57.06	29.45	92.67	28.81	1924.79	28.81	1416.96	674	0	12	0	1706.23	2146.64	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.33	0.94	0	0	0	0	0.06	1485.92	-1353.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4387.72	4387.72	825	0	825	0	4387.72	825	678.38	678.38	0	678.38	0	472.76	402.65	0	618.28	875.41	3658.92	4387.72	4387.72	0	800	25	0	0	0	0	0	0	0	0	825	0	0	0	3448.3	939.42	0	0	0	0	0	0	0	0	0	0	0	0	25	0	800	0	0	1553.8	3658.92	4387.72	0	2975.54	3512.3	4387.72	3512.3	2975.54	536.76	2833.92	0	3512.3	825	3658.92	0	0	0	2833.92	2833.92	0	16602	0	0
166	16603	16601	16602	0	6	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16602	1	0
