idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
32	3201	0	0	3202	86	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.5	1772.49	0	0	0	0	1772.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772.49	0	1772.49	0	147.84	1894.35	340.98	46.34	138.33	135.35	159.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.52	159.52	0	137.37	137.37	0	0	46.34	1772.49	319.05	135.35	0	0	295.67	0	286.16	1576.02	539	1894.35	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.5	0	203.5	1772.49	1772.49	1975.99	294.87	294.87	0	294.87	0	0	0	0	0	0	1681.12	1772.49	1772.49	0	0	0	1975.99	0	0	0	0	0	0	0	0	1975.99	0	0	0	0	0	0	0	0	0	0	0	1975.99	0	0	0	0	0	0	0	0	0	294.87	1681.12	0	0	1772.49	1772.49	1772.49	1772.49	1772.49	0	1477.62	1975.99	1772.49	203.5	1681.12	1772.49	0	1681.12	1681.12	3201	0	0
32	3202	0	0	3201	71	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	2016.21	0	147.84	1894.35	340.98	46.34	157.35	160.33	181.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.46	181.46	0	156.26	156.26	0	0	46.34	2016.21	362.92	160.33	0	0	0	0	305.18	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	2016.21	2016.21	341.79	341.79	0	341.79	0	0	0	0	0	0	1674.43	2016.21	2016.21	0	0	0	2016.21	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	341.79	1674.43	0	0	2016.21	2016.21	2016.21	2016.21	2016.21	0	1674.43	2016.21	2016.21	0	1674.43	2016.21	0	1674.43	1674.43	3201	0	1
33	3301	0	0	3302	85	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.5	1638.58	0	0	0	0	1638.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.58	0	1638.58	0	134.3	1762.33	317.22	46.34	124.87	121.62	147.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.47	147.47	0	126.99	126.99	0	0	46.34	1638.58	294.94	121.62	0	0	268.61	0	259.18	1469.41	539	1762.33	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.5	0	203.5	1638.58	1638.58	1842.08	269.09	269.09	0	269.09	0	0	0	0	0	0	1572.99	1638.58	1638.58	0	0	0	1842.08	0	0	0	0	0	0	0	0	1842.08	0	0	0	0	0	0	0	0	0	0	0	1842.08	0	0	0	0	0	0	0	0	0	269.09	1572.99	0	0	1638.58	1638.58	1638.58	1638.58	1638.58	0	1369.49	1842.08	1638.58	203.5	1572.99	1638.58	0	1572.99	1572.99	3301	0	0
33	3302	0	0	3301	85	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.5	1886.08	0	0	0	0	1886.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.08	0	1886.08	0	134.3	1762.33	317.22	46.34	143.73	146.99	169.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.75	169.75	0	146.17	146.17	0	0	46.34	1886.08	339.49	146.99	0	0	0	0	278.04	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.5	0	203.5	1886.08	1886.08	2089.58	316.73	316.73	0	316.73	0	0	0	0	0	0	1772.84	1886.08	1886.08	0	0	0	2089.58	0	0	0	0	0	0	0	0	2089.58	0	0	0	0	0	0	0	0	0	0	0	2089.58	0	0	0	0	0	0	0	0	0	316.73	1772.84	0	0	1886.08	1886.08	1886.08	1886.08	1886.08	0	1569.34	2089.58	1886.08	203.5	1772.84	1886.08	0	1772.84	1772.84	3301	0	1
34	3401	0	0	3402	42	1	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	50	2777.95	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380.86	576.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397.09	0	2397.09	0	76.88	2106.22	379.12	46.34	192.97	199.37	215.74	0	0	0	0	0	0	0	0	2777.95	271.13	41.67	68.06	380.86	2777.95	271.13	180.57	53.61	68.06	2.78	576.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.74	215.74	0	185.77	185.77	0	0	46.34	2397.09	431.48	199.37	0	185.34	153.77	0	269.85	901.54	539	1083.86	1038.94	0.15	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777.95	2777.95	0	0	0	0	2777.95	0	415.1	415.1	0	415.1	0	380.86	0	0	576.15	380.86	1981.98	2777.95	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795.96	1981.98	2777.95	0	2397.09	2397.09	2777.95	2397.09	2397.09	0	1981.98	0	2397.09	0	1981.98	0	0	1981.98	1981.98	3401	0	0
34	3402	0	0	3401	40	0	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	32	2103.79	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.43	436.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815.36	0	1815.36	0	76.88	2106.22	379.12	46.34	146.14	139.74	163.38	0	0	0	0	0	0	0	0	2103.79	205.33	31.56	51.54	288.43	2103.79	205.33	136.75	40.6	51.54	2.1	436.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.38	163.38	0	140.69	140.69	0	0	46.34	1815.36	326.76	139.74	0	0	0	0	223.02	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103.79	2103.79	0	0	0	0	2103.79	0	303.12	303.12	0	303.12	0	288.43	0	0	436.33	288.43	1512.24	2103.79	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591.55	1512.24	2103.79	0	1815.36	1815.36	2103.79	1815.36	1815.36	0	1512.24	0	1815.36	0	1512.24	0	0	1512.24	1512.24	3401	0	1
34	3403	3402	3401	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	1	0
34	3404	3402	3401	0	17	0	4	10	1	0	0	0	0	0	3	9	0	0	0	0	0	15	0	0	0	37	142.54	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.54	25.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	123	22.14	0	0	0	0	0	0	11.07	0	0	0	0	0	0	0	0	142.54	13.91	2.14	3.49	19.54	142.54	13.91	9.27	2.75	0	0	25.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.07	11.07	0	9.53	9.53	0	22.14	22.14	123	22.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.54	142.54	0	0	0	0	142.54	0	11.07	11.07	0	11.07	0	19.54	0	0	25.93	19.54	111.93	142.54	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.61	111.93	142.54	0	123	123	142.54	123	123	0	111.93	0	123	0	111.93	0	0	111.93	111.93	3401	1	0
35	3501	0	0	3502	68	1	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	37	3993.76	3993.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714.2	0	0	0	0	1714.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714.2	0	0	0	0	0	0	0	0	547.55	726.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5160.42	0	5160.42	0	326.98	3642.08	655.57	46.34	463.29	482.61	464.44	0	0	0	0	0	0	0	0	3993.76	389.79	59.91	97.85	547.55	3993.76	389.79	259.59	77.08	0	0	726.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464.44	464.44	0	399.93	399.93	0	0	46.34	5160.42	928.88	482.61	0	0	653.96	0	790.27	2987.31	539	3642.08	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3993.76	3993.76	0	0	0	1714.2	5707.96	1714.2	947.05	947.05	0	947.05	0	547.55	0	0	726.47	547.55	4213.37	5707.96	5707.96	0	0	0	1714.2	0	0	0	0	0	0	0	0	1714.2	0	0	3993.76	0	0	0	0	0	0	0	0	1714.2	0	0	0	0	0	0	0	0	0	1494.59	4213.37	3993.76	0	5160.42	5160.42	5707.96	5160.42	5160.42	0	4213.37	1714.2	5160.42	0	4213.37	1714.2	0	4213.37	4213.37	3501	0	0
35	3502	0	0	3501	67	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2123.74	0	0	0	0	2123.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2123.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2123.74	0	2123.74	0	326.98	3642.08	655.57	46.34	190.67	171.35	191.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.14	191.14	0	164.59	164.59	0	0	46.34	2123.74	382.27	171.35	0	0	0	0	517.64	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2123.74	2123.74	2123.74	362.49	362.49	0	362.49	0	0	0	0	0	0	1761.26	2123.74	2123.74	0	0	0	2123.74	0	0	0	0	0	0	0	0	2123.74	0	0	0	0	0	0	0	0	0	0	0	2123.74	0	0	0	0	0	0	0	0	0	362.49	1761.26	0	0	2123.74	2123.74	2123.74	2123.74	2123.74	0	1761.26	2123.74	2123.74	0	1761.26	2123.74	0	1761.26	1761.26	3501	0	1
36	3601	0	0	3602	28	0	4	10	1	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	29	1747.51	1747.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.58	362.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1507.92	0	1507.92	271.43	108.23	0	0	0	0	108.23	135.71	0	0	0	0	0	0	0	0	1747.51	170.56	26.21	42.81	239.58	1747.51	170.56	113.59	33.73	42.81	1.75	362.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.71	135.71	0	116.86	116.86	0	46.34	46.34	1507.92	271.43	108.23	0	0	0	0	108.23	1263.98	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747.51	1747.51	0	0	0	0	1747.51	0	243.94	243.94	0	243.94	0	239.58	0	0	362.43	239.58	1263.98	1747.51	1747.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.52	1263.98	1747.51	0	1507.92	1507.92	1747.51	1507.92	1507.92	0	1263.98	0	1507.92	0	1263.98	0	0	1263.98	1263.98	3602	0	1
36	3602	0	0	3601	27	1	0	10	1	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	45	2457.71	2457.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336.95	509.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2120.76	0	2120.76	381.74	171.04	0	0	0	0	171.04	190.87	0	0	0	0	0	0	0	0	2457.71	239.87	36.87	60.21	336.95	2457.71	239.87	159.75	47.43	60.21	2.46	509.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.87	190.87	0	164.36	164.36	0	46.34	46.34	2120.76	381.74	171.04	0	0	279.27	0	171.04	1758.85	539	1814.34	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2457.71	2457.71	0	0	0	0	2457.71	0	361.91	361.91	0	361.91	0	336.95	0	0	509.73	336.95	1758.85	2457.71	2457.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2457.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.86	1758.85	2457.71	0	2120.76	2120.76	2457.71	2120.76	2120.76	0	1758.85	0	2120.76	0	1758.85	0	0	1758.85	1758.85	3602	0	0
37	3701	0	0	3702	65	1	0	10	2	0	0	0	0	0	4	1	0	0	0	0	0	15	0	0	0	3	120.41	120.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892.57	0	0	0	0	1892.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892.57	0	0	0	0	0	0	0	0	16.51	21.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1996.47	0	1996.47	0	152.71	1941.88	349.54	46.34	157	158.3	179.68	0	0	0	0	0	0	0	0	120.41	11.75	1.81	2.95	16.51	120.41	11.75	7.83	2.32	0	0	21.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.68	179.68	0	154.73	154.73	0	0	46.34	1996.47	359.36	158.3	0	0	0	0	309.71	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.41	120.41	0	0	0	1892.57	2012.98	1892.57	337.99	337.99	0	337.99	0	16.51	0	0	21.9	16.51	1658.49	2012.98	2012.98	0	0	0	1892.57	0	0	0	0	0	0	0	0	1892.57	0	0	120.41	0	0	0	0	0	0	0	0	1892.57	0	0	0	0	0	0	0	0	0	354.49	1658.49	120.41	0	1996.47	1996.47	2012.98	1996.47	1996.47	0	1658.49	1892.57	1996.47	0	1658.49	1892.57	0	1658.49	1658.49	3702	0	1
37	3702	0	0	3701	62	0	0	10	2	0	0	0	0	0	3	5	0	0	0	0	0	15	0	0	0	25	2187.16	2187.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.86	397.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887.3	0	1887.3	0	152.71	1941.88	349.54	46.34	148.42	147.11	169.86	0	0	0	0	0	0	0	0	2187.16	213.47	32.81	53.59	299.86	2187.16	213.47	142.17	42.21	0	0	397.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.86	169.86	0	146.27	146.27	0	0	46.34	1887.3	339.71	147.11	0	0	305.42	0	301.12	1614.41	539	1941.88	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2187.16	2187.16	0	0	0	0	2187.16	0	316.97	316.97	0	316.97	0	299.86	0	0	397.84	299.86	1570.33	2187.16	2187.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2187.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616.83	1570.33	2187.16	0	1887.3	1887.3	2187.16	1887.3	1887.3	0	1570.33	0	1887.3	0	1570.33	0	0	1570.33	1570.33	3702	0	0
