idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchuc_s	bcrdi_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
147	14703	14701	14702	0	18	0	6	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	30.81	30.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22	4.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.59	0	26.59	4.79	0	0	0	0	0	0	2.39	0	0	0	0	0	0	0	0	30.81	3.01	0.46	0.75	4.22	30.81	3.01	1.39	0.51	0	0	4.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39	2.39	0	2.06	2.06	0	4.79	4.79	26.59	4.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.81	30.81	0	0	0	0	30.81	0	2.39	2.39	0	2.39	0	4.22	0	0	4.91	4.22	24.2	30.81	30.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62	24.2	30.81	0	26.59	26.59	30.81	26.59	26.59	0	24.2	0	26.59	0	24.2	0	0	24.2	24.2	14702	1	0
148	14801	0	0	0	24	0	0	10	1	0	0	0	0	0	5	-1	0	0	0	0	0	15	0	0	0	-1	1375.16	1375.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.53	254.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186.63	0	1186.63	213.59	75.29	0	0	0	0	75.29	106.8	0	0	0	0	0	0	0	0	1375.16	134.22	20.63	33.69	188.53	1375.16	134.22	61.88	22.97	33.69	1.38	254.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.8	106.8	0	91.96	91.96	0	46.34	46.34	1186.63	213.59	75.29	0	0	75.29	0	75.29	1004.54	504	1186.63	1236.01	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375.16	1375.16	0	0	0	0	1375.16	0	182.09	182.09	0	182.09	0	188.53	0	0	254.13	188.53	1004.54	1375.16	1375.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.63	1004.54	1375.16	0	1186.63	1186.63	1375.16	1186.63	1186.63	0	1004.54	0	1186.63	0	1004.54	0	0	1004.54	1004.54	14801	0	0
149	14901	0	0	0	35	1	0	10	1	0	0	0	0	0	4	2	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	1236.01	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14901	0	0
150	15001	0	0	15002	50	1	0	10	2	0	0	0	0	0	3	7	0	0	0	0	0	15	0	0	0	40	2820.56	2820.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.7	521.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2433.86	0	2433.86	0	0	1216.93	219.05	46.34	156.8	156.8	219.05	0	0	0	0	0	0	0	0	2820.56	275.29	42.31	69.1	386.7	2820.56	275.29	126.93	47.1	69.1	2.82	521.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.05	219.05	0	188.62	188.62	0	0	46.34	2433.86	438.1	203.14	0	185.34	0	0	156.8	514.5	504	608.47	882.86	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2820.56	2820.56	0	0	0	0	2820.56	0	375.85	375.85	0	375.85	0	386.7	0	0	521.24	386.7	2058.02	2820.56	2820.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2820.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762.55	2058.02	2820.56	0	2433.86	2433.86	2820.56	2433.86	2433.86	0	2058.02	0	2433.86	0	2058.02	0	0	2058.02	2058.02	15001	0	0
150	15002	0	0	15001	43	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216.93	219.05	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15001	0	1
150	15003	15002	15001	0	16	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15001	1	0
150	15004	15002	15001	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15001	1	0
151	15101	0	0	15102	45	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	15	0	0	0	60	0	0	0	2566.21	2566.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2566.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.1	77.12	23.71	6.6	9.68	0	117.11	0	0	0	0	0	0	0	0	2449.1	0	2449.1	0	27.29	1224.55	220.42	46.34	147.25	174.54	233.32	0	0	0	0	0	2566.21	0	2566.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.32	0	233.32	200.92	0	200.92	0	0	0	0	0	264.41	92.67	54.58	0	174.54	671.31	504	953.2	882.86	0.15	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2566.21	2566.21	0	0	0	0	2566.21	0	407.86	407.86	0	407.86	0	0	117.11	0	0	117.11	2041.23	2566.21	2566.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2566.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524.97	2041.23	2566.21	0	0	2449.1	2566.21	2449.1	0	2449.1	2041.23	0	2449.1	0	2041.23	0	0	2041.23	2041.23	15101	0	0
151	15102	15104	0	15101	33	0	0	10	2	0	0	0	0	0	9	5	0	0	0	0	0	15	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.29	1224.55	220.42	46.34	0	27.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.29	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.29	27.29	0	27.29	0	0	0	0	0	0	-27.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.29	-27.29	0	0	0	0	0	0	0	0	-27.29	0	0	0	-27.29	0	0	-27.29	-27.29	15101	0	1
151	15103	15102	15101	0	13	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15101	1	0
151	15104	0	0	0	68	0	0	10	5	0	0	0	0	0	4	7	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363.7	0	0	0	0	1363.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363.7	0	1363.7	245.47	93.44	0	0	0	0	93.44	122.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.73	122.73	0	105.69	105.69	0	46.34	46.34	1363.7	245.47	93.44	0	0	93.44	0	93.44	1147.52	504	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363.7	1363.7	1363.7	216.18	216.18	0	216.18	0	0	0	0	0	0	1147.52	1363.7	1363.7	0	0	0	1363.7	0	0	0	0	0	0	0	0	1363.7	0	0	0	0	0	0	0	0	0	0	0	1363.7	0	0	0	0	0	0	0	0	0	216.18	1147.52	0	0	1363.7	1363.7	1363.7	1363.7	1363.7	0	1147.52	1363.7	1363.7	0	1147.52	1363.7	0	1147.52	1147.52	15104	0	0
152	15201	0	0	15202	52	1	0	10	2	0	0	0	0	0	3	7	0	0	0	0	0	15	0	0	0	37	1629.65	1629.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.43	301.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1406.23	0	1406.23	0	25.73	703.11	126.56	46.34	51.47	97.8	126.56	0	0	0	0	0	0	0	0	1629.65	159.05	24.44	39.93	223.43	1629.65	159.05	73.33	27.22	39.93	1.63	301.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.56	126.56	0	108.98	108.98	0	0	46.34	1406.23	253.12	97.8	0	0	51.47	0	77.2	590.93	504	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629.65	1629.65	0	0	0	0	1629.65	0	224.36	224.36	0	224.36	0	223.43	0	0	301.16	223.43	1181.86	1629.65	1629.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447.79	1181.86	1629.65	0	1406.23	1406.23	1629.65	1406.23	1406.23	0	1181.86	0	1406.23	0	1181.86	0	0	1181.86	1181.86	15201	0	0
152	15202	0	0	15201	52	0	4	10	2	0	0	0	0	0	5	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.73	703.11	126.56	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.73	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15201	0	1
152	15203	15202	15201	0	24	1	0	10	1	0	0	0	0	0	3	4	0	0	0	0	0	15	0	0	0	37	1900.31	1900.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.53	351.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639.78	0	1639.78	295.16	121.74	0	0	0	0	121.74	147.58	0	0	0	0	0	0	0	0	1900.31	185.47	28.5	46.56	260.53	1900.31	185.47	85.51	31.74	46.56	1.9	351.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.58	147.58	0	127.08	127.08	0	46.34	46.34	1639.78	295.16	121.74	0	0	121.74	0	121.74	1370.45	504	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900.31	1900.31	0	0	0	0	1900.31	0	269.32	269.32	0	269.32	0	260.53	0	0	351.18	260.53	1370.45	1900.31	1900.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.85	1370.45	1900.31	0	1639.78	1639.78	1900.31	1639.78	1639.78	0	1370.45	0	1639.78	0	1370.45	0	0	1370.45	1370.45	15203	0	0
152	15204	15202	15201	0	29	1	0	10	1	0	0	0	0	0	3	4	0	0	0	0	0	15	0	0	0	37	2323.14	2323.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318.5	429.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2004.64	0	2004.64	360.84	159.14	0	0	0	0	159.14	180.42	0	0	0	0	0	0	0	0	2323.14	226.74	34.85	56.92	318.5	2323.14	226.74	104.54	38.8	56.92	2.32	429.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.42	180.42	0	155.36	155.36	0	46.34	46.34	2004.64	360.84	159.14	0	0	159.14	0	159.14	1665.08	504	1262.66	882.86	0.15	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2323.14	2323.14	0	0	0	0	2323.14	0	339.56	339.56	0	339.56	0	318.5	0	0	429.32	318.5	1665.08	2323.14	2323.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2323.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.06	1665.08	2323.14	0	2004.64	2004.64	2323.14	2004.64	2004.64	0	1665.08	0	2004.64	0	1665.08	0	0	1665.08	1665.08	15204	0	0
153	15301	0	0	15302	64	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	15	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	882.86	0.12	0	40	0.5	702	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15301	0	0
