idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	ysv	yot	ypr	yemmy	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bed	bhoen_s	bhoef_s	bho	bho_s	bchot	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bchscc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscee02_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tintach_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintahl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
119	11901	0	0	0	69	0	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1984.8	0	0	0	1984.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	132.37	220.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1984.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338.01	0	2338.01	280.56	0	0	0	0	0	0	0	210.42	0	0	0	0	0	0	0	0	0	0	0.73	0.85	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.42	210.42	0	0	0	0	0	0	0	280.56	280.56	2338.01	280.56	0	0	0	0	0	0	1774.38	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100.38	-1100.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.2	0	353.2	1984.8	1984.8	2338.01	210.42	210.42	0	210.42	0	0	0	0	0	0	2127.59	2338.01	2338.01	0	0	0	2338.01	0	0	0	0	0	0	0	0	2338.01	0	0	0	0	0	0	0	0	0	0	0	2338.01	0	0	0	0	0	0	0	0	0	210.42	2127.59	0	0	2338.01	1984.8	2338.01	2338.01	2338.01	0	1774.38	1984.8	1984.8	353.2	2127.59	1984.8	0	0	1774.38	1774.38	1984.8	11901	0	0
119	11902	11901	0	0	44	0	0	10	4	0	0	0	0	0	4	7	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.97	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11902	0	0
119	11903	11902	0	0	21	1	0	10	1	0	0	0	0	0	3	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	1043.14	1043.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.01	0	0	0	0	0	0	0	0	143.01	143.01	0	187.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.14	0	1043.14	0	0	0	0	0	0	0	0	0	0	0	81.01	0	0	0	0	0	0	0	0	0	0	0.53	0.92	0.32	0	0	0	0	1043.14	101.81	15.65	25.56	143.01	1043.14	101.81	67.8	17.42	0	0	187.04	0	0	0	0	0	143.01	0	0	0	0	0	0	0	0	0	0	0	81.01	81.01	0	0	0	0	0	1043.14	0	0	0	0	0	0	0	0	0	0	0	962.13	674	0	12	0	961.64	1903.85	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.13	-288.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.14	1043.14	0	0	0	0	1043.14	0	81.01	81.01	0	81.01	0	143.01	0	0	187.04	143.01	819.11	1043.14	1043.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.03	819.11	1043.14	0	900.13	1043.14	1043.14	0	1043.14	0	962.13	0	900.13	0	819.11	0	0	0	819.11	819.11	0	11903	0	0
120	12001	0	0	0	63	0	0	10	3	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588.44	0	1588.44	190.61	0	0	0	0	0	0	0	142.96	0	0	0	0	0	0	0	0	0	0	0.92	0.52	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.96	142.96	0	0	0	0	0	0	0	190.61	190.61	1588.44	190.61	0	0	0	0	0	0	-142.96	674	0	12	0	0	2538.46	0.15	0	35	0.57	719	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2307.44	2307.44	0	0	0	2307.44	142.96	142.96	0	142.96	0	0	0	0	0	0	2164.48	1588.44	1588.44	0	0	0	1588.44	0	0	0	0	0	719	0	0	1588.44	719	0	0	0	0	0	0	0	0	0	0	1588.44	0	0	0	0	0	719	0	0	0	142.96	2164.48	0	0	1588.44	0	1588.44	1588.44	1588.44	0	-142.96	0	0	2307.44	2164.48	0	0	0	-142.96	576.04	719	12001	0	0
121	12101	0	0	12102	57	1	0	10	2	0	0	0	0	0	3	6	0	0	0	0	0	0	0	15	0	0	0	40	0	0	991.5	991.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.94	0	0	177.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855.57	0	855.57	0	0	427.78	51.33	51.33	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0.25	0.88	0.52	0	0	0	0	991.5	96.77	14.87	24.29	135.94	991.5	96.77	64.45	16.56	0	0	177.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	77	0	0	0	0	0	0	0	0	102.67	855.57	102.67	0	0	0	0	0	0	389.28	674	0	12	0	427.78	1903.85	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.5	991.5	0	0	0	0	991.5	0	77	77	0	77	0	135.94	0	0	177.78	135.94	778.57	991.5	991.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.94	778.57	991.5	0	855.57	855.57	991.5	855.57	855.57	0	778.57	0	855.57	0	778.57	0	0	0	778.57	778.57	0	12101	0	0
121	12102	0	0	12101	53	0	0	10	2	0	0	0	0	0	2	6	0	0	0	0	0	0	0	15	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.78	51.33	51.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.86	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12101	0	1
122	12201	0	0	12202	73	1	0	10	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	88.6	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485.2	0	0	0	1485.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	132.37	220.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.15	0	0	15.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914.85	0	1914.85	0	0	1867.62	224.11	224.11	0	0	0	172.34	0	0	0	0	0	0	0	0	0	0	0.18	0.3	0.42	0	0	0	0	88.6	8.65	1.33	2.17	12.15	88.6	8.65	5.76	1.48	0	0	15.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.34	172.34	0	0	0	0	0	0	0	0	229.78	1914.85	229.78	0	0	0	0	0	0	1346.33	674	0	12	0	1514.41	1903.85	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344.66	-1344.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.6	88.6	353.2	0	353.2	1485.2	1573.8	1838.4	172.34	172.34	0	172.34	0	12.15	0	0	15.89	12.15	1742.52	1927	1927	0	0	0	1838.4	0	0	0	0	0	0	0	0	1838.4	0	0	88.6	0	0	0	0	0	0	0	0	1838.4	0	0	0	0	0	0	0	0	0	184.48	1742.52	88.6	0	1914.85	1561.65	1927	1914.85	1914.85	0	1389.31	1485.2	1561.65	353.2	1742.52	1485.2	0	0	1389.31	1389.31	1485.2	12201	0	0
122	12202	0	0	12201	72	0	0	10	2	0	0	0	0	0	4	3	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1467.18	0	0	0	1467.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	132.37	220.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1467.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1820.38	0	1820.38	0	0	1867.62	224.11	224.11	0	0	0	163.83	0	0	0	0	0	0	0	0	0	0	0.75	0.61	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.83	163.83	0	0	0	0	0	0	0	0	218.45	1820.38	218.45	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.2	0	353.2	1467.18	1467.18	1820.38	163.83	163.83	0	163.83	0	0	0	0	0	0	1656.55	1820.38	1820.38	0	0	0	1820.38	0	0	0	0	0	0	0	0	1820.38	0	0	0	0	0	0	0	0	0	0	0	1820.38	0	0	0	0	0	0	0	0	0	163.83	1656.55	0	0	1820.38	1467.18	1820.38	1820.38	1820.38	0	1303.34	1467.18	1467.18	353.2	1656.55	1467.18	0	0	1303.34	1303.34	1467.18	12201	0	1
123	12301	0	0	0	64	0	0	10	5	0	0	0	0	0	4	7	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.97	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	12	0	0	2538.46	0.15	0	35	0.57	719	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	92.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	719	0	0	0	719	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	719	719	0	0	0	0	719	719	12301	0	0
124	12401	0	0	12402	51	1	6	10	2	0	0	0	0	0	3	7	0	0	0	0	0	0	0	15	0	0	0	42	0	0	1629.77	1629.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	722.13	361.06	11.03	372.1	0	500	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.44	0	0	292.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1406.33	0	1406.33	0	-46.34	703.16	84.38	84.38	0	46.34	-46.34	126.57	0	0	0	0	0	0	0	0	0	0	0.7	0.8	0.91	0	0	0	0	1629.77	159.07	24.45	39.93	223.44	1629.77	159.07	105.93	27.22	0	0	292.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.57	126.57	0	0	0	0	0	0	0	0	168.76	1406.33	168.76	0	0	92.67	-92.67	350.01	-46.34	457.48	674	0	12	0	401.43	1903.85	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.33	0.94	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	124	0	0	0	0	8.33	0	0	1629.77	1629.77	1029.43	504.43	525	0	1629.77	1029.43	80.23	80.23	0	80.23	0	223.44	0	0	292.22	223.44	2355.52	1629.77	1629.77	0	624	33.33	0	0	0	0	0	0	372.1	0	657.33	0	372.1	0	1629.77	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	372.1	624	0	0	303.68	2355.52	1629.77	0	1406.33	1406.33	1629.77	1406.33	1406.33	0	1326.09	0	1406.33	1029.43	2355.52	0	0	0	1450.09	1450.09	372.1	12401	0	0
124	12402	0	0	12401	50	0	4	10	2	0	0	0	0	0	5	5	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	703.16	84.38	84.38	0	46.34	-46.34	0	0	0	0	0	0	0	0	0	0	0	0.35	0.89	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	-46.34	0	-46.34	0	0	0	0	0	0	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	46.34	0	0	0	0	0	0	0	0	46.34	0	0	0	46.34	0	0	0	46.34	46.34	0	12401	0	1
124	12403	12402	12401	0	22	1	0	10	1	0	0	0	0	0	3	7	0	0	0	0	0	0	0	15	0	0	0	37	0	0	231.07	231.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.68	0	0	0	0	0	0	0	0	31.68	31.68	0	41.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.07	0	231.07	0	0	0	0	0	0	0	0	0	0	0	17.95	0	0	0	0	0	0	0	0	0	0	0.9	0.42	0.94	0	0	0	0	231.07	22.55	3.47	5.66	31.68	231.07	22.55	15.02	3.86	0	0	41.43	0	0	0	0	0	31.68	0	0	0	0	0	0	0	0	0	0	0	17.95	17.95	0	0	0	0	0	231.07	0	0	0	0	0	0	0	0	0	0	0	213.12	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.07	231.07	0	0	0	0	231.07	0	17.95	17.95	0	17.95	0	31.68	0	0	41.43	31.68	181.44	231.07	231.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.62	181.44	231.07	0	199.39	231.07	231.07	0	231.07	0	213.12	0	199.39	0	181.44	0	0	0	181.44	181.44	0	12403	0	0
