idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	bed00_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
26	2603	2602	2601	0	27	1	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	0	15	0	0	0	56	720.15	720.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221.74	610.87	17.04	627.91	0	0	0	0	0	0	0	0	0	0	0	98.73	129.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621.41	0	621.41	111.85	0	0	0	0	0	0	0	55.93	0	0	0	0	0	0	0	0	720.15	70.29	10.8	17.64	98.73	720.15	70.29	46.81	12.03	0	0	129.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.93	55.93	0	48.16	48.16	0	111.85	111.85	621.41	111.85	0	0	0	0	0	0	565.49	674	0	12	0	232.04	1287.25	0.12	0	45	0.44	0	565.49	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720.15	720.15	627.91	627.91	0	0	720.15	627.91	55.93	55.93	0	55.93	0	98.73	0	0	129.12	98.73	1193.4	720.15	720.15	0	0	0	0	0	0	0	0	0	627.91	0	0	0	627.91	0	720.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627.91	0	0	0	154.66	1193.4	720.15	0	621.41	621.41	720.15	621.41	621.41	0	565.49	0	621.41	627.91	1193.4	0	0	0	565.49	565.49	2603	0	0
27	2701	0	0	2702	57	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	0	15	0	0	0	60	0	0	0	696.53	696.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850.75	425.37	11.87	437.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	122.98	50.4	10.52	15.44	0	199.33	0	0	0	0	0	0	0	0	0	497.19	0	497.19	0	0	248.6	44.75	44.75	0	0	0	319.94	0	0	0	0	0	696.53	0	696.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.94	0	319.94	275.51	0	275.51	0	0	0	0	0	0	0	0	0	0	88.63	674	0	12	0	248.6	1287.25	0.12	0	40	0.5	0	88.63	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696.53	696.53	437.24	437.24	0	0	696.53	437.24	319.94	319.94	0	319.94	0	0	199.33	0	0	199.33	614.49	696.53	696.53	0	0	0	0	0	0	0	0	0	437.24	0	0	0	437.24	0	0	696.53	0	0	0	0	0	0	0	0	0	0	0	0	0	437.24	0	0	0	519.28	614.49	696.53	0	0	497.19	696.53	497.19	0	497.19	177.25	0	497.19	437.24	614.49	0	0	0	177.25	177.25	2701	0	0
27	2702	0	0	2701	55	0	0	10	2	0	0	0	0	0	9	6	0	0	0	0	0	0	15	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.6	44.75	44.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2701	0	1
28	2801	0	0	0	63	1	0	10	5	0	0	0	0	0	2	5	0	0	0	0	0	0	15	0	0	0	45	0	0	0	2248.28	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	122.98	50.4	10.52	15.44	0	199.33	0	0	0	0	0	0	0	0	0	2048.95	0	2048.95	368.81	46.97	0	0	0	0	0	46.97	319.94	0	0	0	0	0	2248.28	0	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.94	0	319.94	275.51	0	275.51	46.34	0	0	0	0	113.79	0	46.97	0	46.97	1682.03	674	0	12	0	2048.95	1802.15	0.2	0	35	0.57	0	1682.03	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1008.03	-1008.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248.28	2248.28	0	0	0	0	2248.28	0	366.91	366.91	0	366.91	0	0	199.33	0	0	199.33	1682.03	2248.28	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566.24	1682.03	2248.28	0	0	2048.95	2248.28	2048.95	0	2048.95	1682.03	0	2048.95	0	1682.03	0	0	0	1682.03	1682.03	2801	0	0
29	2901	0	0	0	73	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.36	0	0	0	0	1705.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.36	0	1705.36	306.96	128.46	0	0	0	0	0	128.46	153.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.48	153.48	0	132.17	132.17	0	46.34	46.34	1705.36	306.96	128.46	0	0	128.46	0	128.46	1423.41	674	0	12	0	1705.36	1802.15	0.2	0	35	0.57	0	1423.41	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	749.41	-749.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.36	1705.36	1705.36	281.95	281.95	0	281.95	0	0	0	0	0	0	1423.41	1705.36	1705.36	0	0	0	1705.36	0	0	0	0	0	0	0	0	1705.36	0	0	0	0	0	0	0	0	0	0	0	1705.36	0	0	0	0	0	0	0	0	0	281.95	1423.41	0	0	1705.36	1705.36	1705.36	1705.36	1705.36	0	1423.41	1705.36	1705.36	0	1423.41	1705.36	0	0	1423.41	1423.41	2901	0	0
30	3001	0	0	0	79	1	0	10	1	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	2018.15	0	0	0	0	2018.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018.15	0	2018.15	363.27	160.53	0	0	0	0	0	160.53	181.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.63	181.63	0	156.41	156.41	0	46.34	46.34	2018.15	363.27	160.53	0	0	160.53	0	160.53	1675.99	674	0	12	0	2018.15	1802.15	0.2	0	35	0.57	0	1675.99	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1001.99	-1001.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	0	215.84	2018.15	2018.15	2233.99	342.16	342.16	0	342.16	0	0	0	0	0	0	1891.83	2018.15	2018.15	0	0	0	2233.99	0	0	0	0	0	0	0	0	2233.99	0	0	0	0	0	0	0	0	0	0	0	2233.99	0	0	0	0	0	0	0	0	0	342.16	1891.83	0	0	2018.15	2018.15	2018.15	2018.15	2018.15	0	1675.99	2233.99	2018.15	215.84	1891.83	2018.15	0	0	1891.83	1891.83	3001	0	0
31	3101	0	0	0	81	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	1901.14	0	0	0	0	1901.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901.14	0	1901.14	342.21	148.53	0	0	0	0	0	148.53	171.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.1	171.1	0	147.34	147.34	0	46.34	46.34	1901.14	342.21	148.53	0	0	148.53	0	148.53	1581.51	674	0	12	0	1901.14	1802.15	0.2	0	35	0.57	0	1581.51	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	907.51	-907.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	0	215.84	1901.14	1901.14	2116.98	319.63	319.63	0	319.63	0	0	0	0	0	0	1797.35	1901.14	1901.14	0	0	0	2116.98	0	0	0	0	0	0	0	0	2116.98	0	0	0	0	0	0	0	0	0	0	0	2116.98	0	0	0	0	0	0	0	0	0	319.63	1797.35	0	0	1901.14	1901.14	1901.14	1901.14	1901.14	0	1581.51	2116.98	1901.14	215.84	1797.35	1901.14	0	0	1797.35	1797.35	3101	0	0
32	3201	0	0	3202	86	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	1772.49	0	0	0	0	1772.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772.49	0	1772.49	0	147.84	1894.35	340.98	46.34	138.33	0	135.35	159.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.52	159.52	0	137.37	137.37	0	0	46.34	1772.49	319.05	135.35	0	0	295.67	0	286.16	1576.02	674	0	12	0	1894.35	1287.25	0.15	0	40	0.5	0	1576.02	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1804.05	-1804.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	0	215.84	1772.49	1772.49	1988.33	294.87	294.87	0	294.87	0	0	0	0	0	0	1693.46	1772.49	1772.49	0	0	0	1988.33	0	0	0	0	0	0	0	0	1988.33	0	0	0	0	0	0	0	0	0	0	0	1988.33	0	0	0	0	0	0	0	0	0	294.87	1693.46	0	0	1772.49	1772.49	1772.49	1772.49	1772.49	0	1477.62	1988.33	1772.49	215.84	1693.46	1772.49	0	0	1693.46	1693.46	3201	0	0
32	3202	0	0	3201	71	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	2016.21	0	147.84	1894.35	340.98	46.34	157.35	0	160.33	181.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.46	181.46	0	156.26	156.26	0	0	46.34	2016.21	362.92	160.33	0	0	0	0	305.18	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.21	2016.21	2016.21	341.79	341.79	0	341.79	0	0	0	0	0	0	1674.43	2016.21	2016.21	0	0	0	2016.21	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	0	0	2016.21	0	0	0	0	0	0	0	0	0	341.79	1674.43	0	0	2016.21	2016.21	2016.21	2016.21	2016.21	0	1674.43	2016.21	2016.21	0	1674.43	2016.21	0	0	1674.43	1674.43	3201	0	1
33	3301	0	0	3302	85	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	1638.58	0	0	0	0	1638.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.58	0	1638.58	0	134.3	1762.33	317.22	46.34	124.87	0	121.62	147.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.47	147.47	0	126.99	126.99	0	0	46.34	1638.58	294.94	121.62	0	0	268.61	0	259.18	1469.41	674	0	12	0	1762.33	1287.25	0.15	0	40	0.5	0	1469.41	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1590.83	-1590.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	0	215.84	1638.58	1638.58	1854.42	269.09	269.09	0	269.09	0	0	0	0	0	0	1585.33	1638.58	1638.58	0	0	0	1854.42	0	0	0	0	0	0	0	0	1854.42	0	0	0	0	0	0	0	0	0	0	0	1854.42	0	0	0	0	0	0	0	0	0	269.09	1585.33	0	0	1638.58	1638.58	1638.58	1638.58	1638.58	0	1369.49	1854.42	1638.58	215.84	1585.33	1638.58	0	0	1585.33	1585.33	3301	0	0
33	3302	0	0	3301	85	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	1886.08	0	0	0	0	1886.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.08	0	1886.08	0	134.3	1762.33	317.22	46.34	143.73	0	146.99	169.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.75	169.75	0	146.17	146.17	0	0	46.34	1886.08	339.49	146.99	0	0	0	0	278.04	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	0	215.84	1886.08	1886.08	2101.92	316.73	316.73	0	316.73	0	0	0	0	0	0	1785.18	1886.08	1886.08	0	0	0	2101.92	0	0	0	0	0	0	0	0	2101.92	0	0	0	0	0	0	0	0	0	0	0	2101.92	0	0	0	0	0	0	0	0	0	316.73	1785.18	0	0	1886.08	1886.08	1886.08	1886.08	1886.08	0	1569.34	2101.92	1886.08	215.84	1785.18	1886.08	0	0	1785.18	1785.18	3301	0	1
34	3401	0	0	3402	42	1	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	0	15	0	0	0	50	2777.95	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	25	0	0	0	0	0	0	0	0	0	380.86	568.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397.09	0	2397.09	0	76.88	2106.22	379.12	46.34	192.97	0	199.37	215.74	0	0	0	0	0	0	0	0	2777.95	271.13	41.67	68.06	380.86	2777.95	271.13	180.57	46.39	68.06	2.78	568.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.74	215.74	0	185.77	185.77	0	0	46.34	2397.09	431.48	199.37	0	185.34	153.77	995.75	269.85	901.54	674	0	12	0	1083.86	1287.25	0.15	0	55	0.36	0	901.54	800	0	500	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	386	0	650.67	0.38	0.59	0	0	0	0.03	910.15	-259.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777.95	2777.95	525	500	25	0	2777.95	525	415.1	415.1	0	415.1	0	380.86	0	0	568.92	380.86	2506.98	2777.95	2777.95	0	500	25	0	0	0	0	0	0	0	0	525	0	0	0	2777.95	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	500	0	0	795.96	2506.98	2777.95	0	2397.09	2397.09	2777.95	2397.09	2397.09	0	1981.98	0	2397.09	525	2506.98	0	0	0	1981.98	1981.98	3401	0	0
34	3402	0	0	3401	40	0	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	0	15	0	0	0	32	2103.79	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.43	430.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815.36	0	1815.36	0	76.88	2106.22	379.12	46.34	146.14	0	139.74	163.38	0	0	0	0	0	0	0	0	2103.79	205.33	31.56	51.54	288.43	2103.79	205.33	136.75	35.13	51.54	2.1	430.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.38	163.38	0	140.69	140.69	0	0	46.34	1815.36	326.76	139.74	0	0	0	0	223.02	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103.79	2103.79	0	0	0	0	2103.79	0	303.12	303.12	0	303.12	0	288.43	0	0	430.86	288.43	1512.24	2103.79	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2103.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591.55	1512.24	2103.79	0	1815.36	1815.36	2103.79	1815.36	1815.36	0	1512.24	0	1815.36	0	1512.24	0	0	0	1512.24	1512.24	3401	0	1
