idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yHhQuintilesMonthC5,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC4,eduHighestFatherC4,statInterviewYear,wealthPrptyFlag,labHrsWorkWeek,demCountry,labC4,demAdultChildFlag,wgtCrossMainSurvey,labWageHrly,labWageHrlyL1,yCapitalPersMonth,yPensPersGrossMonth,yPersDispMonth,labC4L1,labEmpNyear,demRgn
3117,311701,311704,-9,311702,311701,2018,0,1,1,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,339,0,-9,0,0,0,-9,-9,2
10762,1076201,1076203,-9,1076202,1076201,2018,0,4,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,313,0,-9,0,0,0,-9,-9,6
4478,447801,447801,-9,-9,-9,2018,1,46,0,0,0,1,1,-9,0,4,5,8.890000000000001,8.890000000000001,0,-9,-9,-999,0,-9,-9,2018,1,40,-9,1,0,3036,11.17,10.58,0,0,1116.98,1,29,6
806,80601,80602,-9,80601,-9,2018,1,13,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,500,0,0,0,0,0,2,-9,5
4177,417701,417701,-9,-9,-9,2018,0,79,0,0,0,2,2,-9,0,3,3,0,4.77,4.77,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,221,0,-9,4.77,0,874.74,-9,18,5
2097,209701,209701,-9,-9,-9,2018,0,68,0,0,0,2,2,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,568,0,0,0,0,415.34,4,34,10
3115,311501,311504,-9,311502,311501,2018,1,11,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,260,0,0,0,0,0,2,-9,10
4351,435101,435104,-9,435101,435102,2018,0,3,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1627,0,0,0,0,0,2,-9,6
8638,863801,863801,-9,863802,-9,2018,0,35,0,0,0,2,2,-9,0,4,4,7.95,7.95,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,0,1790,4.33,-9,0,0,384.03,-9,9,10
2056,205603,205603,-9,205601,-9,2018,1,25,0,0,0,3,3,-9,0,4,4,6.42,6.42,0,-9,-9,-999,-9,-9,-9,2018,0,40,-9,1,1,316,3.2,-9,0,0,345.5,-9,-9,5
11328,1132801,1132803,-9,1132802,1132801,2018,0,15,0,2,1,3,0,-9,0,4,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,328,0,-9,0,0,0,-9,-9,5
2395,239501,239501,-9,-9,-9,2018,0,76,0,0,0,3,3,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,1053,0,0,0,0,339.06,4,28,10
8459,845903,845905,-9,845904,-9,2018,1,39,0,0,0,2,2,-9,0,3,5,7.22,7.26,4.23,-9,-9,-999,0,-9,-9,2018,1,45,-9,1,0,1223,5.88,5.57,4.23,0,719.03,1,16,10
8250,825001,825003,-9,825002,825001,2018,1,7,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,141,0,-9,0,0,0,-9,-9,6
2383,238301,238304,-9,238302,238301,2018,0,8,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,961,0,0,0,0,0,2,-9,2
331,33102,33103,-9,33102,33101,2018,1,23,0,0,1,2,0,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,913,0,-9,0,0,274.42,-9,-9,10
6630,663001,663004,-9,663001,663002,2018,1,5,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,514,0,-9,0,0,0,-9,-9,2
6635,663501,663501,-9,663502,-9,2018,1,42,0,0,0,1,1,-9,0,4,4,7.05,7.05,0,-9,-9,-999,-9,-9,-9,2018,1,36,-9,1,0,602,4.17,-9,0,0,424.79,-9,19,6
2383,238302,238305,-9,-9,-9,2018,0,69,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,0,961,0,0,0,0,647.36,3,-9,2
12585,1258501,1258503,-9,1258502,1258501,2018,0,2,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,468,0,-9,0,0,0,-9,-9,4
13410,1341001,1341001,-9,-9,-9,2018,0,29,1,1,0,2,2,-9,0,5,2,0,0,0,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,0,632,0,0,0,0,362.93,1,5,10
3111,311101,311104,-9,311102,311101,2018,0,13,0,4,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,626,0,0,0,0,0,2,-9,4
6895,689501,689507,-9,689502,689501,2018,0,4,1,3,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,995,0,-9,0,0,0,-9,-9,10
3111,311101,311103,-9,311102,311101,2018,1,15,0,4,1,3,0,0,0,5,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,626,0,0,0,0,0,2,-9,4
1550,155001,155001,-9,-9,-9,2018,1,30,0,0,0,2,2,-9,0,4,5,8.199999999999999,8.199999999999999,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,0,833,8.83,-9,0,0,1122.81,-9,10,10
12595,1259502,1259503,-9,1259502,1259501,2018,0,25,0,0,1,1,0,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,1451,0,-9,0,0,419,-9,-9,4
6639,663901,663905,-9,663902,663901,2018,0,3,1,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,2137,0,0,0,0,0,2,-9,4
1994,199401,199401,-9,-9,-9,2018,1,66,0,0,0,2,2,-9,0,3,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,807,0,0,0,0,614.48,4,47,4
2823,282302,282303,-9,282301,282302,2018,1,21,0,0,1,2,0,0,0,5,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,696,0,0,0,0,387.49,2,-9,10
3106,310601,310601,-9,-9,-9,2018,0,52,0,0,0,1,1,-9,0,3,5,7.01,7.01,0,-9,-9,-999,0,-9,-9,2018,1,40,-9,1,0,529,7.67,7.36,0,0,785.4,1,31,5
12453,1245301,1245304,-9,1245302,-9,2018,0,2,1,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,157,0,-9,0,0,0,-9,-9,6
9178,917802,917802,-9,917801,-9,2018,0,20,0,0,1,2,0,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,354,0,-9,0,0,391.78,-9,-9,6
10889,1088901,1088901,-9,-9,-9,2018,1,54,0,0,0,2,2,-9,0,2,4,7.06,7.06,0,-9,-9,-999,0,-9,-9,2018,1,40,-9,1,0,974,2.97,2.71,0,0,557.73,1,16,10
6647,664701,664701,-9,-9,-9,2018,0,73,0,0,0,1,1,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,630,0,-9,0,0,468.37,-9,35,6
2117,211702,211703,-9,211702,211701,2018,1,21,0,0,0,3,3,-9,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,3,1,407,0,-9,0,0,493.11,-9,-9,5
13522,1352201,1352201,-9,-9,-9,2018,0,46,0,0,0,1,1,-9,0,5,5,7.43,7.43,0,-9,-9,-999,0,-9,-9,2018,0,40,-9,1,0,3588,10.07,9.550000000000001,0,0,1142.77,1,28,10
12820,1282001,1282005,-9,1282001,1282002,2018,0,3,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1823,0,0,0,0,0,2,-9,6
6908,690801,690801,-9,-9,-9,2018,1,61,0,0,0,2,2,-9,1,3,1,0,0,0,-9,-9,-999,0,-9,-9,2018,0,0,-9,3,0,966,0,0,0,0,160.61,3,32,6
3100,310001,310001,-9,-9,-9,2018,1,68,0,0,0,3,3,-9,1,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,3,0,747,0,-9,0,0,248.95,-9,25,2
11110,1111001,1111005,-9,1111002,1111001,2018,1,12,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,574,0,-9,0,0,0,-9,-9,6
407,40701,40703,-9,40701,40702,2018,0,14,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,3089,0,0,0,0,0,2,-9,4
7921,792102,792103,-9,792102,792101,2018,1,37,0,0,0,2,2,-9,0,3,4,7.43,7.43,0,-9,-9,-999,-9,-9,-9,2018,1,30,-9,1,0,326,5.36,-9,0,0,346.97,-9,13,2
10174,1017401,1017401,-9,-9,-9,2018,1,83,0,0,0,1,1,-9,0,1,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,2930,0,0,0,0,470.47,4,40,5
13127,1312703,1312703,-9,1312701,-9,2018,0,18,0,0,0,2,2,-9,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,3,1,339,0,-9,0,0,220.95,-9,-9,10
13478,1347802,1347803,-9,1347802,1347801,2018,0,18,0,0,0,3,3,0,0,4,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,1,2105,0,0,0,0,218.99,2,-9,10
8580,858001,858003,-9,858001,-9,2018,0,10,0,3,1,3,0,-9,0,-9,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,381,0,-9,0,0,0,-9,-9,10
3127,312701,312701,-9,-9,-9,2018,1,68,0,0,0,2,2,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,173,0,0,0,0,294.33,4,38,10
12424,1242403,1242403,-9,-9,1242401,2018,1,24,0,0,0,2,2,-9,0,4,5,7.07,7.07,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,1,280,7.07,-9,0,0,403.59,-9,0,2
8459,845901,845906,-9,845902,845901,2018,1,3,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1223,0,-9,0,0,0,-9,-9,10
3288,328802,328802,-9,328801,-9,2018,1,21,0,0,1,3,0,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,152,0,-9,0,0,522.4300000000001,-9,-9,4
9644,964401,964403,-9,964402,964401,2018,0,5,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,383,0,0,0,0,0,2,-9,2
8877,887702,887703,-9,887702,887701,2018,0,48,0,1,0,2,2,-9,0,4,3,0,3.2,3.2,-9,-9,-999,-9,-9,-9,2018,1,0,-9,3,0,651,0,-9,3.2,0,474.88,-9,22,10
3799,379905,379906,-9,379902,379901,2018,1,21,0,0,0,2,2,-9,0,5,2,0,0,0,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,1,849,0,0,0,0,313.62,3,-9,10
6515,651502,651503,-9,651501,651502,2018,0,20,0,0,0,2,2,-9,0,5,3,0,5.08,5.08,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,1,1993,0,0,5.08,0,633.16,3,-9,6
8679,867901,867901,-9,867902,-9,2018,1,31,0,0,0,3,3,-9,0,5,4,7.88,7.88,0,-9,-9,-999,0,-9,-9,2018,1,50,-9,1,1,273,2.75,4.07,0,0,369.17,1,12,10
10759,1075901,1075904,-9,1075901,-9,2018,1,15,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,287,0,-9,0,0,0,-9,-9,10
10377,1037701,1037704,-9,1037701,1037702,2018,1,4,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1025,0,0,0,0,0,2,-9,2
9323,932301,932305,-9,932302,932301,2018,1,7,0,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,205,0,0,0,0,0,2,-9,4
5377,537701,537704,-9,537702,537701,2018,0,3,1,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,200,0,-9,0,0,0,-9,-9,6
12616,1261604,1261605,-9,-9,-9,2018,0,90,0,0,0,3,3,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,4251,0,0,0,0,464.24,4,-9,10
10423,1042301,1042304,-9,1042302,1042301,2018,0,13,1,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,147,0,-9,0,0,0,-9,-9,10
8992,899201,899204,-9,899202,899201,2018,0,10,0,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,600,0,-9,0,0,0,-9,-9,10
1630,163002,163002,-9,163001,-9,2018,1,25,0,0,0,2,2,-9,0,4,4,6.48,6.48,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,1,225,3.15,-9,0,0,224.65,-9,3,4
3924,392401,392401,-9,-9,-9,2018,0,24,0,0,1,2,0,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,540,0,-9,0,0,0,-9,1,4
6355,635501,635501,-9,-9,-9,2018,0,71,0,0,0,1,1,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,722,0,0,0,0,542.0700000000001,4,41,10
3076,307601,307604,-9,307602,307601,2018,0,13,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,887,0,0,0,0,0,2,-9,2
14642,1464201,1464203,-9,1464202,1464201,2018,1,13,0,1,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,1511,0,0,0,0,0,2,-9,10
6925,692502,692503,-9,692502,692501,2018,1,19,0,0,1,3,0,0,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,498,0,0,0,0,119.98,2,-9,6
13569,1356901,1356901,-9,-9,-9,2018,0,57,0,0,0,2,2,-9,0,4,5,8.050000000000001,8.050000000000001,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,0,368,7.88,-9,0,0,619.5700000000001,-9,30,5
4382,438202,438202,-9,438201,-9,2018,1,52,0,0,0,2,2,-9,0,4,4,7.83,7.83,0,-9,-9,-999,0,-9,-9,2018,1,48,-9,1,0,1567,3.67,3.45,0,0,484.14,1,31,10
5220,522001,522001,-9,-9,-9,2018,0,82,0,0,0,2,2,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,1460,0,0,0,0,474.47,4,40,6
3134,313401,313404,-9,313402,313401,2018,1,8,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,296,0,-9,0,0,0,-9,-9,10
6870,687001,687003,-9,687002,687001,2018,1,13,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1767,0,0,0,0,0,2,-9,4
1735,173501,173503,-9,173502,173501,2018,1,12,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,439,0,-9,0,0,0,-9,-9,6
3070,307003,307004,-9,307002,307001,2018,0,23,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,1,-9,-9,2018,1,0,-9,2,1,330,0,0,0,0,657.0500000000001,3,-9,2
12888,1288801,1288803,-9,1288802,1288801,2018,0,5,1,3,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,880,0,-9,0,0,0,-9,-9,10
11388,1138801,1138803,-9,1138802,1138801,2018,0,8,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,306,0,-9,0,0,0,-9,-9,10
13931,1393101,1393101,-9,-9,-9,2018,0,71,0,0,0,2,2,-9,0,1,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,387,0,-9,0,0,412.25,-9,19,5
3068,306801,306803,-9,306802,306801,2018,1,7,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,299,0,-9,0,0,0,-9,-9,6
13253,1325302,1325302,-9,1325301,-9,2018,0,43,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,0,590,0,0,0,0,257.38,3,-9,6
7449,744901,744903,-9,744902,744901,2018,1,17,0,2,1,3,0,-9,0,4,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,578,0,-9,0,0,0,-9,-9,5
3136,313601,313601,-9,-9,-9,2018,0,74,0,0,0,3,3,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,301,0,-9,0,0,217.31,-9,47,2
3066,306602,306605,-9,-9,-9,2018,0,69,0,0,0,3,3,-9,0,2,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,492,0,0,0,0,326.74,4,36,6
3066,306601,306604,-9,306602,306601,2018,0,7,0,2,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,492,0,0,0,0,0,2,-9,6
5005,500501,500504,-9,500502,500501,2018,1,2,1,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1529,0,0,0,0,0,2,-9,10
7401,740102,740103,-9,740102,740101,2018,0,23,0,0,0,2,2,-9,0,4,3,7.32,7.32,0,-9,-9,-999,0,-9,-9,2018,1,20,-9,1,1,1903,3.44,0,0,0,459.01,3,0,10
3065,306501,306501,-9,-9,-9,2018,0,70,0,0,0,1,1,-9,0,3,1,0,0,0,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,0,436,0,0,0,0,324.21,3,32,6
3064,306406,306407,-9,306404,-9,2018,0,19,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,3,1,1094,0,-9,0,0,230.38,-9,-9,6
5900,590001,590004,-9,590002,590001,2018,1,7,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,490,0,-9,0,0,0,-9,-9,10
8364,836401,836401,-9,-9,-9,2018,0,70,0,0,0,2,2,-9,0,3,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,3,0,526,0,-9,0,0,445.73,-9,37,6
3064,306403,306404,-9,306402,306401,2018,0,52,0,2,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,3,0,1094,0,-9,0,0,218.96,-9,-9,6
13348,1334801,1334801,-9,-9,-9,2018,0,67,0,0,0,2,2,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,407,0,-9,0,0,315.96,-9,32,4
8949,894901,894902,-9,894901,-9,2018,1,17,0,1,1,3,0,0,0,4,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,619,0,0,0,0,0,2,-9,10
10746,1074601,1074605,-9,1074602,1074601,2018,0,14,0,3,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,140,0,-9,0,0,0,-9,-9,10
13345,1334502,1334503,-9,1334502,1334501,2018,1,23,0,0,1,3,0,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,590,0,-9,0,0,429.98,-9,-9,6
7851,785101,785101,-9,-9,-9,2018,0,64,0,0,0,2,2,-9,0,4,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,4,0,3372,0,0,0,0,386.2,4,25,10
2276,227601,227603,-9,227602,227601,2018,1,3,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1384,0,0,0,0,0,2,-9,10
5996,599601,599605,-9,599602,599601,2018,1,12,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,650,0,-9,0,0,0,-9,-9,10
7738,773801,773803,-9,773802,773801,2018,0,9,0,2,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,424,0,-9,0,0,0,-9,-9,10
3517,351701,351701,-9,-9,-9,2018,0,37,0,0,0,1,1,-9,0,4,5,8.32,8.32,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,0,1676,7.05,-9,0,0,1004.05,-9,17,6
13113,1311302,1311303,-9,1311302,1311301,2018,1,31,0,0,0,2,2,-9,0,4,1,0,0,0,-9,-9,-999,0,-9,-9,2018,1,0,-9,3,0,946,0,0,0,0,500.72,3,6,4
10290,1029003,1029004,-9,1029002,1029001,2018,1,21,0,0,0,2,2,-9,0,5,4,6.69,6.69,0,-9,-9,-999,-9,-9,-9,2018,1,48,-9,1,1,166,3.11,-9,0,0,265.77,-9,1,4
14379,1437901,1437904,-9,1437902,1437901,2018,0,5,0,3,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,1219,0,0,0,0,0,2,-9,10
5928,592801,592804,-9,592802,592801,2018,1,0,1,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,1226,0,0,0,0,0,2,-9,4
1944,194402,194403,-9,194402,194401,2018,1,30,0,0,0,2,2,-9,0,4,3,6.350000000000001,6.350000000000001,0,-9,-9,-999,0,-9,-9,2018,1,40,-9,1,1,1009,2.71,2.57,0,0,324.55,1,-9,2
2017,201701,201701,-9,-9,-9,2018,0,72,0,0,0,2,2,-9,0,2,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,4457,0,0,0,0,379.08,4,40,2
5221,522101,522101,-9,-9,-9,2018,1,41,0,0,0,2,2,-9,0,1,4,6.76,6.76,0,-9,-9,-999,0,-9,-9,2018,1,40,-9,1,0,703,3.27,2.24,0,0,121.47,1,15,2
6974,697401,697405,-9,697402,697401,2018,0,13,0,1,1,3,0,-9,0,-9,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,159,0,-9,0,0,0,-9,-9,10
3057,305701,305702,-9,305701,-9,2018,1,15,0,1,1,3,0,0,0,4,3,0,0,0,-9,-9,-999,-9,-9,-9,2018,0,0,-9,2,0,586,0,0,0,0,0,2,-9,6
4278,427801,427803,-9,427801,-9,2018,0,13,0,1,1,3,0,-9,0,-9,4,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,841,0,0,0,0,0,2,-9,10
12148,1214802,1214802,-9,1214801,-9,2018,0,35,0,1,0,2,2,-9,0,5,4,6.850000000000001,6.850000000000001,0,-9,-9,-999,-9,-9,-9,2018,1,40,-9,1,1,397,4.08,-9,0,0,536.14,-9,12,6
11150,1115001,1115003,-9,1115001,1115002,2018,0,9,0,2,1,3,0,-9,0,-9,5,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,0,537,0,-9,0,0,0,-9,-9,5
5902,590202,590204,-9,590202,590201,2018,0,20,0,0,1,3,0,-9,0,5,1,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,2,1,353,0,-9,0,0,535.33,-9,-9,6
2082,208201,208201,-9,-9,-9,2018,0,71,0,0,0,3,3,-9,0,3,2,0,0,0,-9,-9,-999,-9,-9,-9,2018,1,0,-9,4,0,725,0,0,0,0,164.2,4,22,10
